state_name,year,ID
SOUTH CAROLINA,2019,1640
SOUTH DAKOTA,2019,1641
TENNESSEE,2019,1642
TEXAS,2019,1643
UTAH,2019,1644
VERMONT,2019,1645
VIRGINIA,2019,1646
WASHINGTON,2019,1647
WEST VIRGINIA,2019,1648
WISCONSIN,2019,1649
WYOMING,2019,1650
ALABAMA,2020,1651
ALASKA,2020,1652
ARIZONA,2020,1653
ARKANSAS,2020,1654
CALIFORNIA,2020,1655
COLORADO,2020,1656
CONNECTICUT,2020,1657
DELAWARE,2020,1658
FLORIDA,2020,1659
GEORGIA,2020,1660
HAWAII,2020,1661
IDAHO,2020,1662
ILLINOIS,2020,1663
INDIANA,2020,1664
IOWA,2020,1665
KANSAS,2020,1666
KENTUCKY,2020,1667
LOUISIANA,2020,1668
MAINE,2020,1669
MARYLAND,2020,1670
MASSACHUSETTS,2020,1671
MICHIGAN,2020,1672
MINNESOTA,2020,1673
MISSISSIPPI,2020,1674
MISSOURI,2020,1675
MONTANA,2020,1676
NEBRASKA,2020,1677
NEVADA,2020,1678
NEW HAMPSHIRE,2020,1679
NEW JERSEY,2020,1680
NEW MEXICO,2020,1681
NEW YORK,2020,1682
NORTH CAROLINA,2020,1683
NORTH DAKOTA,2020,1684
OHIO,2020,1685
OKLAHOMA,2020,1686
OREGON,2020,1687
PENNSYLVANIA,2020,1688
RHODE ISLAND,2020,1689
SOUTH CAROLINA,2020,1690
SOUTH DAKOTA,2020,1691
TENNESSEE,2020,1692
TEXAS,2020,1693
UTAH,2020,1694
VERMONT,2020,1695
VIRGINIA,2020,1696
WASHINGTON,2020,1697
WEST VIRGINIA,2020,1698
WISCONSIN,2020,1699
WYOMING,2020,1700
ALABAMA,2021,1701
ALASKA,2021,1702
ARIZONA,2021,1703
ARKANSAS,2021,1704
CALIFORNIA,2021,1705
COLORADO,2021,1706
CONNECTICUT,2021,1707
DELAWARE,2021,1708
FLORIDA,2021,1709
GEORGIA,2021,1710
HAWAII,2021,1711
IDAHO,2021,1712
ILLINOIS,2021,1713
INDIANA,2021,1714
IOWA,2021,1715
KANSAS,2021,1716
KENTUCKY,2021,1717
LOUISIANA,2021,1718
MAINE,2021,1719
MARYLAND,2021,1720
MASSACHUSETTS,2021,1721
MICHIGAN,2021,1722
MINNESOTA,2021,1723
MISSISSIPPI,2021,1724
MISSOURI,2021,1725
MONTANA,2021,1726
NEBRASKA,2021,1727
NEVADA,2021,1728
NEW HAMPSHIRE,2021,1729
NEW JERSEY,2021,1730
NEW MEXICO,2021,1731
NEW YORK,2021,1732
NORTH CAROLINA,2021,1733
NORTH DAKOTA,2021,1734
OHIO,2021,1735
OKLAHOMA,2021,1736
OREGON,2021,1737
PENNSYLVANIA,2021,1738
RHODE ISLAND,2021,1739
SOUTH CAROLINA,2021,1740
SOUTH DAKOTA,2021,1741
TENNESSEE,2021,1742
TEXAS,2021,1743
UTAH,2021,1744
VERMONT,2021,1745
VIRGINIA,2021,1746
WASHINGTON,2021,1747
WEST VIRGINIA,2021,1748
WISCONSIN,2021,1749
WYOMING,2021,1750
ALABAMA,2022,1751
ALASKA,2022,1752
ARIZONA,2022,1753
ARKANSAS,2022,1754
CALIFORNIA,2022,1755
COLORADO,2022,1756
CONNECTICUT,2022,1757
DELAWARE,2022,1758
FLORIDA,2022,1759
GEORGIA,2022,1760
HAWAII,2022,1761
IDAHO,2022,1762
ILLINOIS,2022,1763
INDIANA,2022,1764
IOWA,2022,1765
KANSAS,2022,1766
KENTUCKY,2022,1767
LOUISIANA,2022,1768
MAINE,2022,1769
MARYLAND,2022,1770
MASSACHUSETTS,2022,1771
MICHIGAN,2022,1772
MINNESOTA,2022,1773
MISSISSIPPI,2022,1774
MISSOURI,2022,1775
MONTANA,2022,1776
NEBRASKA,2022,1777
NEVADA,2022,1778
NEW HAMPSHIRE,2022,1779
NEW JERSEY,2022,1780
NEW MEXICO,2022,1781
NEW YORK,2022,1782
NORTH CAROLINA,2022,1783
NORTH DAKOTA,2022,1784
OHIO,2022,1785
OKLAHOMA,2022,1786
OREGON,2022,1787
PENNSYLVANIA,2022,1788
RHODE ISLAND,2022,1789
SOUTH CAROLINA,2022,1790
SOUTH DAKOTA,2022,1791
TENNESSEE,2022,1792
TEXAS,2022,1793
UTAH,2022,1794
VERMONT,2022,1795
VIRGINIA,2022,1796
WASHINGTON,2022,1797
WEST VIRGINIA,2022,1798
WISCONSIN,2022,1799
WYOMING,2022,1800
ALABAMA,2023,1801
ALASKA,2023,1802
ARIZONA,2023,1803
ARKANSAS,2023,1804
CALIFORNIA,2023,1805
COLORADO,2023,1806
CONNECTICUT,2023,1807
DELAWARE,2023,1808
FLORIDA,2023,1809
GEORGIA,2023,1810
HAWAII,2023,1811
IDAHO,2023,1812
ILLINOIS,2023,1813
INDIANA,2023,1814
IOWA,2023,1815
KANSAS,2023,1816
KENTUCKY,2023,1817
LOUISIANA,2023,1818
MAINE,2023,1819
MARYLAND,2023,1820
MASSACHUSETTS,2023,1821
MICHIGAN,2023,1822
MINNESOTA,2023,1823
MISSISSIPPI,2023,1824
MISSOURI,2023,1825
MONTANA,2023,1826
NEBRASKA,2023,1827
NEVADA,2023,1828
NEW HAMPSHIRE,2023,1829
NEW JERSEY,2023,1830
NEW MEXICO,2023,1831
NEW YORK,2023,1832
NORTH CAROLINA,2023,1833
NORTH DAKOTA,2023,1834
OHIO,2023,1835
OKLAHOMA,2023,1836
OREGON,2023,1837
PENNSYLVANIA,2023,1838
RHODE ISLAND,2023,1839
SOUTH CAROLINA,2023,1840
SOUTH DAKOTA,2023,1841
TENNESSEE,2023,1842
TEXAS,2023,1843
UTAH,2023,1844
VERMONT,2023,1845
VIRGINIA,2023,1846
WASHINGTON,2023,1847
WEST VIRGINIA,2023,1848
WISCONSIN,2023,1849
WYOMING,2023,1850
